CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation
2816113	2817418	-0.501	2816113	0.8948	2816113.0	77	z = 2
2816113	2817430	-0.500	2816113	0.8677	2816113.0	77	z = 2
2805687	2817418	-2.980	2805687	0.7871	2805687.0	77	 
2805687	2806266	-0.504	2805687	0.8326	2805687.0	77	z = 2
2805639	2806266	-0.503	2805639	0.8892	2805639.0	77	z = 2
2805687	2817441	-2.980	2805687	0.7971	2805687.0	77	 
2805639	2805663	0.000	2805639	0.8345	2805639.0	77	 
2805640	2806263	-0.504	2805640	0.9106	2805640.0	77	z = 2
2805639	2806263	-0.503	2805639	0.8262	2805639.0	77	z = 2
2805663	2806266	-0.503	2805663	0.8759	2805663.0	77	z = 2
2806260	2806281	0.000	2806260	0.8235	2806260.0	77	 
1091305	1093285	-0.001	1091305	0.9551	1091305.0	78	 
663685	667010	0.000	663685	0.8262	663685.0	78	 
1093975	1094052	0.000	1093975	0.8624	1093975.0	78	 
1088944	1092971	-0.004	1088944	0.8282	1088944.0	78	 
1091305	1094052	0.000	1091305	0.8271	1091305.0	78	 
666316	666581	0.001	666316	0.8793	666316.0	78	 
663685	3219801	-14.015	663685	0.8669	663685.0	78	methanol (-H2O):CH2
666581	667010	-0.001	666581	0.8492	666581.0	78	 
1092971	1093975	0.001	1092971	0.9358	1092971.0	78	 
663685	666581	0.001	663685	0.9549	663685.0	78	 
666581	3219801	-14.016	666581	0.856	666581.0	78	methanol (-H2O):CH2
1093285	1093975	0.001	1093285	0.8665	1093285.0	78	 
1088944	1093285	-0.004	1088944	0.8977	1088944.0	78	 
1092971	1094052	0.001	1092971	0.8529	1092971.0	78	 
1091305	3219801	41.066	1091305	0.8314	1091305.0	78	 
666316	1091305	-55.081	666316	0.8831	666316.0	78	 
666316	667010	0.000	666316	0.8338	666316.0	78	 
666316	1093285	-55.082	666316	0.8573	666316.0	78	 
666316	3219801	-14.015	666316	0.9141	666316.0	78	methanol (-H2O):CH2
663685	666316	0.000	663685	0.8443	663685.0	78	 
1091305	1093975	0.000	1091305	0.8611	1091305.0	78	 
1092971	1093285	0.000	1092971	0.9011	1092971.0	78	 
3176609	3179247	-85.382	3176609	0.9593	3176609.0	79	 
3176609	3179253	-85.382	3176609	0.957	3176609.0	79	 
3179253	3180276	-86.383	3179253	0.972	3179253.0	79	 
3176603	3179403	-88.217	3176603	0.9577	3176603.0	79	 
3176609	3179306	-85.883	3176609	0.9504	3176609.0	79	 
3179247	3180276	-86.383	3179247	0.974	3179247.0	79	 
3179403	3180273	-83.547	3179403	0.9718	3179403.0	79	 
3179253	3179403	-2.502	3179253	0.9856	3179253.0	79	 
3176603	3181213	-345.863	3176603	0.9481	3176603.0	79	 
3179247	3180273	-86.049	3179247	0.9762	3179247.0	79	 
3176603	3179306	-86.216	3176603	0.9569	3176603.0	79	 
3179247	3179306	-0.501	3179247	0.98	3179247.0	79	z = 2
3181213	3181230	-0.999	3181213	0.9615	3181213.0	79	NH3<->OH:isotope_13C:H
3180273	3181057	-172.099	3180273	0.9425	3180273.0	79	 
3179403	3180277	-83.882	3179403	0.9563	3179403.0	79	 
3179306	3180277	-85.883	3179306	0.9554	3179306.0	79	 
3181217	3181230	-0.999	3181217	0.9504	3181217.0	79	NH3<->OH:isotope_13C:H
3181057	3181230	-2.999	3181057	0.961	3181057.0	79	 
3179403	3181217	-257.646	3179403	0.9523	3179403.0	79	 
3180262	3180273	-0.669	3180262	0.9492	3180262.0	79	 
3179253	3180277	-86.384	3179253	0.9567	3179253.0	79	 
3180273	3180276	-0.334	3180273	0.9901	3180273.0	79	 
3179403	3181230	-258.645	3179403	0.9519	3179403.0	79	 
3180276	3180277	-0.001	3180276	0.9643	3180276.0	79	 
3179247	3181057	-258.148	3179247	0.9616	3179247.0	79	 
3176609	3180277	-171.766	3176609	0.9487	3176609.0	79	 
3181213	3181217	0.000	3181213	0.9811	3181213.0	79	 
3176604	3176609	-0.333	3176604	0.9497	3176604.0	79	 
3179253	3181057	-258.148	3179253	0.9583	3179253.0	79	 
3179247	3180277	-86.384	3179247	0.9606	3179247.0	79	 
3176603	3176609	-0.333	3176603	0.9774	3176603.0	79	 
3180910	3181213	-3.004	3180910	0.9825	3180910.0	79	 
3179253	3179306	-0.501	3179253	0.9759	3179253.0	79	z = 2
3176603	3179247	-85.715	3176603	0.9664	3176603.0	79	 
3179247	3180910	-257.144	3179247	0.9515	3179247.0	79	 
3176603	3176604	0.000	3176603	0.9617	3176603.0	79	 
3180262	3180277	-1.004	3180262	0.9397	3180262.0	79	isotope_13C:H
3176603	3180273	-171.764	3176603	0.9676	3176603.0	79	 
3179403	3180276	-83.881	3179403	0.9692	3179403.0	79	 
3179306	3180273	-85.548	3179306	0.9639	3179306.0	79	 
3181057	3181217	-2.000	3181057	0.9728	3181057.0	79	isotope_34S:isotope_37Cl:isotope_81Br
3179247	3179403	-2.502	3179247	0.9894	3179247.0	79	 
3179247	3179253	0.000	3179247	0.9933	3179247.0	79	 
3179306	3180276	-85.882	3179306	0.961	3179306.0	79	 
3181057	3181213	-2.000	3181057	0.992	3181057.0	79	isotope_34S:isotope_37Cl:isotope_81Br
3180276	3181057	-171.765	3180276	0.9376	3180276.0	79	 
3176603	3179253	-85.715	3176603	0.9659	3176603.0	79	 
3179306	3181057	-257.647	3179306	0.9456	3179306.0	79	 
3180274	3180276	-0.334	3180274	0.9401	3180274.0	79	 
3176603	3180276	-172.098	3176603	0.9643	3176603.0	79	 
3180910	3181057	-1.004	3180910	0.9865	3180910.0	79	isotope_13C:H
3180910	3181217	-3.004	3180910	0.9703	3180910.0	79	 
3180910	3181230	-4.003	3180910	0.9483	3180910.0	79	 
3176609	3180273	-171.431	3176609	0.9581	3176609.0	79	 
3180273	3180277	-0.335	3180273	0.9737	3180273.0	79	 
3176609	3180276	-171.765	3176609	0.9586	3176609.0	79	 
3179306	3179403	-2.001	3179306	0.979	3179306.0	79	isotope_34S:isotope_37Cl:isotope_81Br
3179253	3180910	-257.144	3179253	0.9467	3179253.0	79	 
3179253	3180273	-86.049	3179253	0.9726	3179253.0	79	 
3179403	3181213	-257.646	3179403	0.9615	3179403.0	79	 
3176603	3180277	-172.099	3176603	0.9528	3176603.0	79	 
3176604	3179306	-86.216	3176604	0.9411	3176604.0	79	 
3154596	3170957	-83.073	3154596	0.8012	3154596.0	81	C5H9N
3168631	3170957	-23.000	3168631	0.9105	3168631.0	81	 
3170957	3176906	-125.045	3170957	0.8441	3170957.0	81	C21H34N7O16P3S_co-enzyme A (-H):C5H5N2O2
3179450	3179463	-0.501	3179450	0.9038	3179450.0	82	z = 2
3179464	3179475	-1.979	3179464	0.8565	3179464.0	82	 
3179441	3179444	-0.501	3179441	0.7774	3179441.0	82	z = 2
3179463	3179525	-2.477	3179463	0.9291	3179463.0	82	 
3176776	3179473	-89.380	3176776	0.839	3176776.0	82	 
3179450	3179473	-2.478	3179450	0.9588	3179450.0	82	 
3179451	3179525	-2.978	3179451	0.9312	3179451.0	82	 
3179462	3179473	-1.978	3179462	0.9524	3179462.0	82	 
3179451	3179473	-2.478	3179451	0.936	3179451.0	82	 
3179473	3179529	-0.501	3179473	0.9192	3179473.0	82	z = 2
3179464	3179529	-2.480	3179464	0.8278	3179464.0	82	 
3179166	3179178	-0.503	3179166	0.8917	3179166.0	82	z = 2
3179441	3179448	-0.506	3179441	0.7811	3179441.0	82	z = 2
3179444	3179448	-0.005	3179444	0.703	3179444.0	82	 
3179166	3179473	-18.989	3179166	0.8476	3179166.0	82	 
3179462	3179525	-2.478	3179462	0.9149	3179462.0	82	 
3179463	3179464	0.002	3179463	0.8621	3179463.0	82	 
3179450	3179525	-2.978	3179450	0.9314	3179450.0	82	 
3179464	3179525	-2.479	3179464	0.8774	3179464.0	82	 
3179473	3179475	0.000	3179473	0.9579	3179473.0	82	 
3179441	3179474	-2.994	3179441	0.7829	3179441.0	82	 
3179450	3179451	0.000	3179450	0.9106	3179450.0	82	 
3179462	3179529	-2.479	3179462	0.8835	3179462.0	82	 
3179462	3179463	-0.001	3179462	0.9203	3179462.0	82	 
3179166	3179176	-0.501	3179166	0.965	3179166.0	82	z = 2
3179450	3179529	-2.979	3179450	0.9027	3179450.0	82	 
3179475	3179529	-0.501	3179475	0.9166	3179475.0	82	z = 2
3179463	3179473	-1.977	3179463	0.9372	3179463.0	82	 
3179475	3179525	-0.500	3179475	0.9475	3179475.0	82	z = 2
3176776	3179525	-89.880	3176776	0.8552	3176776.0	82	 
3179178	3180854	-249.647	3179178	0.8063	3179178.0	82	 
3179451	3179464	-0.499	3179451	0.914	3179451.0	82	z = 2
3179462	3179475	-1.978	3179462	0.919	3179462.0	82	 
3179474	3179529	-0.502	3179474	0.8312	3179474.0	82	z = 2
3179176	3180854	-249.649	3179176	0.8676	3179176.0	82	 
3179451	3179463	-0.501	3179451	0.9483	3179451.0	82	z = 2
3176776	3179450	-86.902	3176776	0.8246	3176776.0	82	 
3179473	3179525	-0.500	3179473	0.9429	3179473.0	82	z = 2
3178834	3179178	-8.500	3178834	0.725	3178834.0	82	 
3179450	3179462	-0.500	3179450	0.9064	3179450.0	82	z = 2
3179474	3179527	-0.501	3179474	0.8007	3179474.0	82	z = 2
3179454	3179462	-0.500	3179454	0.8442	3179454.0	82	z = 2
3179450	3179464	-0.499	3179450	0.8462	3179450.0	82	z = 2
3179463	3179475	-1.977	3179463	0.9578	3179463.0	82	 
3179451	3179462	-0.500	3179451	0.936	3179451.0	82	z = 2
3179454	3179464	-0.499	3179454	0.806	3179454.0	82	z = 2
3179451	3179454	0.000	3179451	0.8243	3179451.0	82	 
3179463	3179529	-2.478	3179463	0.9111	3179463.0	82	 
3176776	3179529	-89.881	3176776	0.8507	3176776.0	82	 
3179451	3179529	-2.979	3179451	0.8813	3179451.0	82	 
3179451	3179475	-2.478	3179451	0.9549	3179451.0	82	 
3179166	3180854	-250.150	3179166	0.8533	3179166.0	82	 
3179464	3179473	-1.979	3179464	0.8732	3179464.0	82	 
3179450	3179475	-2.478	3179450	0.9101	3179450.0	82	 
3179176	3179178	-0.002	3179176	0.8773	3179176.0	82	 
3179462	3179464	0.001	3179462	0.8419	3179462.0	82	 
3179525	3179529	-0.001	3179525	0.9322	3179525.0	82	 
333041	353723	-2.502	333041	0.8968	333041.0	83	 
632358	632374	0.000	632358	0.7332	632358.0	84	 
14013	34831	-14.015	14013	0.838	14013.0	85	methanol (-H2O):CH2
14013	34816	-14.014	14013	0.8426	14013.0	85	methanol (-H2O)
14013	34841	-14.016	14013	0.8915	14013.0	85	methanol (-H2O):CH2
2586629	2587220	-0.002	2586629	0.7881	2586629.0	86	 
1992886	1993206	0.000	1992886	0.7046	1992886.0	86	 
2587007	2587055	-0.001	2587007	0.7925	2587007.0	86	 
2587007	2587220	-0.001	2587007	0.7916	2587007.0	86	 
2586856	2587007	0.000	2586856	0.8982	2586856.0	86	 
2587055	2587172	0.001	2587055	0.7217	2587055.0	86	 
2586910	2587007	0.000	2586910	0.9279	2586910.0	86	 
2586856	2586910	0.000	2586856	0.928	2586856.0	86	 
1992913	2255663	-56.063	1992913	0.754	1992913.0	86	C4H8
2412203	2412255	0.000	2412203	0.7038	2412203.0	86	 
2586881	2587056	-0.001	2586881	0.7844	2586881.0	86	 
2586856	2587055	-0.001	2586856	0.8321	2586856.0	86	 
1992913	1992943	0.000	1992913	0.9075	1992913.0	86	 
2586910	2587055	-0.001	2586910	0.8081	2586910.0	86	 
2228699	2229185	0.002	2228699	0.7098	2228699.0	86	 
2412203	2587007	-56.062	2412203	0.7936	2412203.0	86	C4H8
2587007	2587056	-0.001	2587007	0.8069	2587007.0	86	 
2586913	2587056	-0.001	2586913	0.8054	2586913.0	86	 
2586856	2586881	0.000	2586856	0.9136	2586856.0	86	 
2235540	2255663	-2.016	2235540	0.7314	2235540.0	86	H2
2412090	2587220	-56.063	2412090	0.7849	2412090.0	86	C4H8
2228699	2229199	-0.002	2228699	0.8564	2228699.0	86	 
2412203	2587055	-56.063	2412203	0.7257	2412203.0	86	C4H8
2586881	2587172	0.000	2586881	0.8428	2586881.0	86	 
2586761	2586809	0.001	2586761	0.9607	2586761.0	86	 
2586761	2586910	0.001	2586761	0.9561	2586761.0	86	 
2586910	2587172	0.000	2586910	0.7983	2586910.0	86	 
1992913	2412017	-95.073	1992913	0.7523	1992913.0	86	 
1984281	1992886	-3.847	1984281	0.741	1984281.0	86	 
2412255	2586856	-56.062	2412255	0.7708	2412255.0	86	C4H8
2586761	2587220	0.000	2586761	0.7859	2586761.0	86	 
2235536	2235540	0.000	2235536	0.7178	2235536.0	86	 
1992943	2255663	-56.063	1992943	0.7135	1992943.0	86	C4H8
2412203	2586809	-56.062	2412203	0.7636	2412203.0	86	C4H8
1992886	1992913	0.000	1992886	0.8876	1992886.0	86	 
2586809	2587055	-0.001	2586809	0.8075	2586809.0	86	 
1992886	1992943	0.000	1992886	0.9136	1992886.0	86	 
2412255	2587056	-56.063	2412255	0.7696	2412255.0	86	C4H8
2586856	2587172	0.000	2586856	0.8308	2586856.0	86	 
1984281	1992913	-3.847	1984281	0.7069	1984281.0	86	 
2586856	2593091	-1.013	2586856	0.7894	2586856.0	86	H
2586629	2586913	-0.001	2586629	0.7019	2586629.0	86	 
2586809	2586856	0.000	2586809	0.9438	2586809.0	86	 
2412090	2587056	-56.063	2412090	0.7711	2412090.0	86	C4H8
2586910	2587220	-0.001	2586910	0.7997	2586910.0	86	 
2586910	2587056	-0.001	2586910	0.8122	2586910.0	86	 
2586761	2587055	0.000	2586761	0.8301	2586761.0	86	 
1992886	2255663	-56.063	1992886	0.7391	1992886.0	86	C4H8
2586761	2587172	0.001	2586761	0.8602	2586761.0	86	 
2586809	2586881	0.000	2586809	0.9445	2586809.0	86	 
2586913	2587220	-0.001	2586913	0.7842	2586913.0	86	 
2586761	2587007	0.001	2586761	0.9349	2586761.0	86	 
2586809	2587220	-0.001	2586809	0.7791	2586809.0	86	 
2586809	2587056	-0.001	2586809	0.8007	2586809.0	86	 
2587056	2587220	0.000	2587056	0.9337	2587056.0	86	 
2412203	2586881	-56.062	2412203	0.7498	2412203.0	86	C4H8
2586761	2586856	0.001	2586761	0.9178	2586761.0	86	 
2586856	2587056	-0.001	2586856	0.8209	2586856.0	86	 
2586910	2593091	-1.013	2586910	0.8012	2586910.0	86	H
2586913	2593091	-1.013	2586913	0.7917	2586913.0	86	H
2412017	2412090	-0.001	2412017	0.7398	2412017.0	86	 
2587007	2587172	0.000	2587007	0.801	2587007.0	86	 
2586881	2587055	-0.001	2586881	0.7988	2586881.0	86	 
2587172	2587250	-0.002	2587172	0.7541	2587172.0	86	 
2228699	2235536	-2.959	2228699	0.743	2228699.0	86	 
2235536	2260291	-3.019	2235536	0.76	2235536.0	86	 
2586809	2587007	0.000	2586809	0.9288	2586809.0	86	 
2586809	2586910	0.000	2586809	0.9513	2586809.0	86	 
2412203	2586761	-56.063	2412203	0.8014	2412203.0	86	C4H8
2586809	2587172	0.000	2586809	0.8535	2586809.0	86	 
2587220	2593091	-1.012	2587220	0.7858	2587220.0	86	H
2586881	2586910	0.000	2586881	0.9101	2586881.0	86	 
1984281	1992943	-3.847	1984281	0.7102	1984281.0	86	 
2586761	2586881	0.001	2586761	0.9237	2586761.0	86	 
2586629	2593091	-1.014	2586629	0.7763	2586629.0	86	 
2586881	2587007	0.000	2586881	0.8821	2586881.0	86	 
2586761	2587056	0.000	2586761	0.8138	2586761.0	86	 
1982260	1984281	-1.110	1982260	0.7107	1982260.0	86	 
1351863	1358990	-1.961	1351863	0.7918	1351863.0	87	 
1485473	1485722	0.001	1485473	0.995	1485473.0	88	 
571882	632083	-2.557	571882	0.8213	571882.0	88	 
577306	633797	-1.945	577306	0.9458	577306.0	88	 
750119	929194	-27.010	750119	0.7113	750119.0	88	CHN
576892	634012	-1.945	576892	0.888	576892.0	88	 
608120	632908	-0.966	608120	0.7574	608120.0	88	 
587220	750119	-14.015	587220	0.8141	587220.0	88	methanol (-H2O):CH2
121741	633733	-74.073	121741	0.7215	121741.0	88	C2H8N3:C4H10O
593716	635995	-1.003	593716	0.7683	593716.0	88	isotope_13C
1485618	1490726	-0.002	1485618	0.9793	1485618.0	88	 
587220	632908	-0.966	587220	0.8459	587220.0	88	 
638476	643730	-0.999	638476	0.9697	638476.0	88	 
587220	632109	-0.030	587220	0.8913	587220.0	88	 
608703	638672	-1.041	608703	0.7663	608703.0	88	 
634012	1485473	-112.126	634012	0.925	634012.0	88	 
576566	632132	-1.035	576566	0.737	576566.0	88	 
633797	1490726	-112.127	633797	0.9525	633797.0	88	 
633797	1485618	-112.125	633797	0.9568	633797.0	88	 
604193	638476	-1.007	604193	0.8256	604193.0	88	H
564801	601028	-2.934	564801	0.7453	564801.0	88	 
296473	564559	-42.123	296473	0.7341	296473.0	88	 
576544	608703	-0.977	576544	0.786	576544.0	88	 
577306	1485722	-114.070	577306	0.9268	577306.0	88	 
632908	639530	-0.074	632908	0.7723	632908.0	88	 
600284	647887	-3.010	600284	0.7398	600284.0	88	 
602877	638476	-1.007	602877	0.8756	602877.0	88	H
638476	750119	-13.009	638476	0.8191	638476.0	88	CH
593192	600284	0.000	593192	0.7553	593192.0	88	 
574922	638946	-2.054	574922	0.7345	574922.0	88	 
577306	1490726	-114.072	577306	0.922	577306.0	88	 
587220	638476	-1.006	587220	0.9707	587220.0	88	isotope_13C:H
571882	572947	-1.011	571882	0.7663	571882.0	88	 
572947	632083	-1.546	572947	0.7133	572947.0	88	 
632873	750119	-13.048	632873	0.8142	632873.0	88	 
587220	608120	0.000	587220	0.8228	587220.0	88	 
564454	613180	-2.937	564454	0.7558	564454.0	88	 
593716	638476	-1.008	593716	0.8195	593716.0	88	H
593716	608120	-0.002	593716	0.8098	593716.0	88	 
591159	602877	0.006	591159	0.8803	591159.0	88	 
592015	635995	-1.001	592015	0.7534	592015.0	88	isotope_13C
633950	1485722	-112.125	633950	0.9139	633950.0	88	 
574353	576697	-0.130	574353	0.7514	574353.0	88	 
577810	634012	-1.945	577810	0.8822	577810.0	88	 
562516	929194	-44.043	562516	0.8241	562516.0	88	 
591159	593716	0.007	591159	0.8318	591159.0	88	 
632265	632279	-0.024	632265	0.913	632265.0	88	 
571882	929194	-43.576	571882	0.8306	571882.0	88	 
564386	929194	-43.959	564386	0.7208	564386.0	88	 
576697	600284	-0.977	576697	0.7599	576697.0	88	 
591159	632908	-0.961	591159	0.8323	591159.0	88	 
593324	643730	-2.006	593324	0.8298	593324.0	88	 
591159	604193	0.006	591159	0.8248	591159.0	88	 
593324	632908	-0.967	593324	0.782	593324.0	88	 
592015	632109	-0.030	592015	0.738	592015.0	88	 
574922	635995	-2.015	574922	0.7636	574922.0	88	H2
564801	602877	-2.934	564801	0.8209	564801.0	88	 
576701	593324	-0.978	576701	0.795	576701.0	88	 
591159	632109	-0.025	591159	0.8753	591159.0	88	 
608703	643730	-2.006	608703	0.8018	608703.0	88	 
591159	608120	0.005	591159	0.8488	591159.0	88	 
593716	613180	-0.002	593716	0.8348	593716.0	88	 
608703	635995	-1.002	608703	0.7772	608703.0	88	isotope_13C
602877	608120	-0.001	602877	0.7779	602877.0	88	 
593324	608120	-0.001	593324	0.8514	593324.0	88	 
608120	638476	-1.006	608120	0.8493	608120.0	88	isotope_13C:H
633797	1485473	-112.126	633797	0.9572	633797.0	88	 
574922	576697	-0.036	574922	0.8353	574922.0	88	 
591159	638476	-1.001	591159	0.9964	591159.0	88	isotope_13C
639073	639530	0.000	639073	0.7238	639073.0	88	 
591159	643730	-2.000	591159	0.9754	591159.0	88	isotope_81Br
633733	633797	0.001	633733	0.9916	633733.0	88	 
632908	643730	-1.039	632908	0.8379	632908.0	88	 
577306	1485618	-114.070	577306	0.9327	577306.0	88	 
296473	608703	-45.057	296473	0.7903	296473.0	88	C2H7N
564801	587220	-2.935	564801	0.8136	564801.0	88	 
296473	593192	-45.057	296473	0.7311	296473.0	88	C2H7N
633733	1485618	-112.124	633733	0.9619	633733.0	88	 
563468	564454	-0.056	563468	0.7291	563468.0	88	 
632132	638946	-0.984	632132	0.7755	632132.0	88	NH3<->OH
633950	1485618	-112.125	633950	0.9134	633950.0	88	 
562516	632083	-3.024	562516	0.8839	562516.0	88	 
632132	639061	-0.984	632132	0.825	632132.0	88	NH3<->OH
633733	1490726	-112.126	633733	0.9557	633733.0	88	 
632109	632130	-0.028	632109	0.8926	632109.0	88	 
562516	564386	-0.084	562516	0.7695	562516.0	88	 
587220	602877	0.001	587220	0.8719	587220.0	88	 
608120	643730	-2.005	608120	0.8087	608120.0	88	 
296473	564390	-42.123	296473	0.7646	296473.0	88	 
577810	632132	-1.033	577810	0.7414	577810.0	88	 
576697	602877	-0.977	576697	0.841	576697.0	88	 
602877	643730	-2.006	602877	0.8674	602877.0	88	 
587220	643730	-2.005	587220	0.9857	587220.0	88	 
576923	634012	-1.947	576923	0.7769	576923.0	88	 
576892	633733	-1.946	576892	0.8768	576892.0	88	 
121741	633950	-74.072	121741	0.7071	121741.0	88	C2H8N3:C4H10O
576697	638553	-2.017	576697	0.7488	576697.0	88	H2
632209	632265	-0.034	632209	0.7159	632209.0	88	 
592015	608703	0.001	592015	0.7543	592015.0	88	 
634012	1490726	-112.127	634012	0.9183	634012.0	88	 
576544	639223	-2.018	576544	0.7046	576544.0	88	H2
604193	632083	-0.007	604193	0.7048	604193.0	88	 
643730	647887	-1.004	643730	0.8452	643730.0	88	isotope_13C
590785	632083	-0.008	590785	0.7182	590785.0	88	 
634012	1485618	-112.125	634012	0.9242	634012.0	88	 
592015	632873	-0.967	592015	0.7367	592015.0	88	 
633733	1485473	-112.125	633733	0.962	633733.0	88	 
602877	632109	-0.031	602877	0.8001	602877.0	88	 
576870	639061	-2.018	576870	0.7361	576870.0	88	H2
633733	1485722	-112.124	633733	0.9628	633733.0	88	 
576923	1485722	-114.072	576923	0.7169	576923.0	88	 
1485473	1490726	-0.001	1485473	0.9785	1485473.0	88	 
576544	638672	-2.018	576544	0.7111	576544.0	88	H2
593324	632109	-0.031	593324	0.8243	593324.0	88	 
562516	571882	-0.467	562516	0.8403	562516.0	88	 
564801	592015	-2.935	564801	0.7513	564801.0	88	 
633797	634012	0.000	633797	0.9724	633797.0	88	 
1485618	1485722	0.000	1485618	0.993	1485618.0	88	 
593192	601028	0.000	593192	0.7339	593192.0	88	 
121741	633797	-74.072	121741	0.7221	121741.0	88	C2H8N3:C4H10O
576697	632908	-1.944	576697	0.7779	576697.0	88	 
613180	638672	-1.040	613180	0.7244	613180.0	88	 
602877	632908	-0.967	602877	0.8247	602877.0	88	 
571882	604193	-2.550	571882	0.7792	571882.0	88	 
633950	1485473	-112.126	633950	0.9141	633950.0	88	 
576892	633797	-1.945	576892	0.8883	576892.0	88	 
633797	1485722	-112.125	633797	0.9576	633797.0	88	 
574922	600284	-1.013	574922	0.7922	574922.0	88	 
633797	633950	0.000	633797	0.9563	633797.0	88	 
564801	593324	-2.934	564801	0.774	564801.0	88	 
593192	647887	-3.010	593192	0.7011	593192.0	88	 
576923	633950	-1.947	576923	0.7448	576923.0	88	 
632908	638476	-0.040	632908	0.8199	632908.0	88	 
564386	632083	-2.940	564386	0.7781	564386.0	88	 
564386	571882	-0.383	564386	0.8918	564386.0	88	 
564386	572947	-1.394	564386	0.7142	564386.0	88	 
633733	634012	0.001	633733	0.9639	633733.0	88	 
574922	632908	-1.980	574922	0.7847	574922.0	88	 
593192	608703	0.000	593192	0.8554	593192.0	88	 
592015	593716	0.002	592015	0.7761	592015.0	88	 
577306	1485473	-114.071	577306	0.9296	577306.0	88	 
634012	1485722	-112.125	634012	0.9236	634012.0	88	 
593324	638476	-1.007	593324	0.838	593324.0	88	H
564597	590785	-2.934	564597	0.72	564597.0	88	 
564386	604193	-2.933	564386	0.7154	564386.0	88	 
574922	632132	-1.070	574922	0.7629	574922.0	88	 
576544	593192	-0.977	576544	0.7225	576544.0	88	 
564584	564801	-0.002	564584	0.7378	564584.0	88	 
593716	632109	-0.032	593716	0.779	593716.0	88	 
564801	643730	-4.940	564801	0.8097	564801.0	88	 
574922	638553	-2.053	574922	0.7187	574922.0	88	 
1485473	1485618	0.001	1485473	0.997	1485473.0	88	 
604193	929194	-41.026	604193	0.7248	604193.0	88	C2H3N
591159	593324	0.006	591159	0.83	591159.0	88	 
572947	600284	-1.539	572947	0.7184	572947.0	88	 
587220	591159	-0.005	587220	0.9786	587220.0	88	 
577306	633733	-1.946	577306	0.9482	577306.0	88	 
592015	593324	0.001	592015	0.7787	592015.0	88	 
632083	929194	-41.019	632083	0.8086	632083.0	88	 
633950	1490726	-112.127	633950	0.9095	633950.0	88	 
563468	576870	-2.015	563468	0.7624	563468.0	88	H2
1485722	1490726	-0.002	1485722	0.9777	1485722.0	88	 
562516	572947	-1.478	562516	0.7267	562516.0	88	 
633950	634012	0.000	633950	0.9405	633950.0	88	 
587220	593324	0.001	587220	0.8388	587220.0	88	 
633733	633950	0.001	633733	0.9553	633733.0	88	 
590785	632109	-0.032	590785	0.8514	590785.0	88	 
632130	632265	-0.034	632130	0.8724	632130.0	88	 
608120	632109	-0.030	608120	0.791	608120.0	88	 
608120	613180	0.000	608120	0.8163	608120.0	88	 
604193	750119	-14.016	604193	0.7218	604193.0	88	methanol (-H2O):CH2
2117730	2124339	-1.582	2117730	0.8584	2117730.0	89	 
2124339	2125947	-0.495	2124339	0.7168	2124339.0	89	 
2124337	2124344	0.000	2124337	0.7785	2124337.0	89	 
2124337	2125947	-0.495	2124337	0.7496	2124337.0	89	 
2124339	2124344	0.000	2124339	0.7354	2124339.0	89	 
2117730	2124337	-1.582	2117730	0.8081	2117730.0	89	 
2124337	2124339	0.000	2124337	0.9134	2124337.0	89	 
1950716	1956977	-1.003	1950716	0.9876	1950716.0	92	isotope_13C:H
2068368	2179259	-26.015	2068368	0.9594	2068368.0	92	C2H2
2054885	2054911	0.000	2054885	0.9449	2054885.0	92	 
2239182	2239195	0.001	2239182	0.9878	2239182.0	92	 
2068368	2068442	0.000	2068368	0.9753	2068368.0	92	 
1950716	2054885	-26.015	1950716	0.9644	1950716.0	92	C2H2
1956977	2257487	-68.062	1956977	0.9462	1956977.0	92	C5H8
2057153	2057169	-0.001	2057153	0.8576	2057153.0	92	 
2050683	2057678	-2.982	2050683	0.8537	2050683.0	92	 
1950701	1956979	-1.003	1950701	0.9334	1950701.0	92	isotope_13C:H
2054885	2179276	-28.031	2054885	0.9266	2054885.0	92	C2H4
2068418	2068442	0.001	2068418	0.989	2068418.0	92	 
2054885	2068368	-2.016	2054885	0.9406	2054885.0	92	H2
1956977	1956979	0.000	1956977	0.9202	1956977.0	92	 
2179257	2179259	0.000	2179257	0.9605	2179257.0	92	 
2057678	2072093	-2.016	2057678	0.8744	2057678.0	92	H2
1950716	2068442	-28.031	1950716	0.9768	1950716.0	92	C2H4
2239195	2257487	-1.003	2239195	0.9806	2239195.0	92	isotope_13C:H
2054911	2054951	0.000	2054911	0.9061	2054911.0	92	 
2054951	2057153	-0.947	2054951	0.8759	2054951.0	92	 
2054885	2054951	0.000	2054885	0.9332	2054885.0	92	 
1956979	2072093	-28.031	1956979	0.8886	1956979.0	92	C2H4
1956979	2057678	-26.015	1956979	0.8855	1956979.0	92	C2H2
2054951	2057678	-1.003	2054951	0.9227	2054951.0	92	isotope_13C:H
2233327	2239182	-2.016	2233327	0.9862	2233327.0	92	H2
2057153	2057678	-0.056	2057153	0.8528	2057153.0	92	 
1950716	2068418	-28.032	1950716	0.9814	1950716.0	92	C2H4
2054911	2179276	-28.031	2054911	0.9063	2054911.0	92	C2H4
2068368	2179257	-26.015	2068368	0.9485	2068368.0	92	C2H2
